,Dimensiones_minimas,Dimensiones_rectas,Tasa,Cantidad_Aristas,Etiqueta
0,"(120.55128479003906, 5.584611892700195)","(43, 114)",21.586331710465874,4,No-Emisor
0,"(194.61212158203125, 31.110870361328125)","(158, 124)",6.255438029272906,10,Emisor
0,"(41.0, 106.0)","(107, 42)",2.5853658536585367,10,Emisor
0,"(187.0919952392578, 92.97989654541016)","(157, 122)",2.0121768488727514,12,Emisor
0,"(43.0, 101.0)","(102, 44)",2.3488372093023258,8,No-Emisor
0,"(189.167236328125, 91.51976013183594)","(155, 123)",2.066955115000586,13,Emisor
0,"(42.0, 108.0)","(109, 43)",2.5714285714285716,8,No-Emisor
0,"(190.97598266601562, 92.93699645996094)","(159, 123)",2.0548972953767857,10,Emisor
0,"(42.0, 104.0)","(105, 43)",2.4761904761904763,10,Emisor
0,"(178.72799682617188, 95.72969055175781)","(154, 121)",1.8670069421099786,12,Emisor
0,"(43.0, 103.0)","(104, 44)",2.395348837209302,8,No-Emisor
0,"(188.38658142089844, 90.92764282226562)","(155, 122)",2.0718295951994903,13,Emisor
0,"(40.0, 108.0)","(109, 41)",2.7,10,Emisor
0,"(187.22772216796875, 93.03878784179688)","(157, 121)",2.012362010630778,10,Emisor
0,"(41.0, 101.0)","(102, 42)",2.4634146341463414,9,Emisor
0,"(170.3930206298828, 98.37908935546875)","(153, 120)",1.7320044508056927,12,Emisor
0,"(41.0, 102.0)","(103, 42)",2.4878048780487805,11,Emisor
0,"(187.65927124023438, 91.61589050292969)","(155, 121)",2.0483266626572103,12,Emisor
0,"(40.0, 106.0)","(107, 41)",2.65,8,No-Emisor
0,"(186.1456298828125, 92.62582397460938)","(157, 120)",2.0096515409551317,10,Emisor
0,"(41.0, 99.0)","(100, 42)",2.4146341463414633,10,Emisor
0,"(173.38507080078125, 96.72520446777344)","(153, 120)",1.7925531587637953,13,Emisor
0,"(42.0, 105.0)","(106, 43)",2.5,9,Emisor
0,"(188.51593017578125, 92.30235290527344)","(156, 122)",2.0423740483544153,11,Emisor
0,"(106.99998474121094, 40.99999237060547)","(108, 42)",2.6097562110261148,8,No-Emisor
0,"(185.9095458984375, 92.82673645019531)","(157, 121)",2.0027586125273755,11,Emisor
0,"(42.0, 101.0)","(102, 43)",2.4047619047619047,10,Emisor
0,"(174.1968994140625, 97.02354431152344)","(153, 121)",1.7954085335694465,14,Emisor
0,"(41.0, 106.0)","(107, 42)",2.5853658536585367,11,Emisor
0,"(186.79962158203125, 91.96012115478516)","(155, 121)",2.031311173107465,10,Emisor
0,"(40.0, 105.0)","(106, 41)",2.625,10,Emisor
0,"(178.0251922607422, 93.82306671142578)","(153, 118)",1.8974565477410712,11,Emisor
0,"(40.0, 99.0)","(100, 41)",2.475,10,Emisor
0,"(179.60511779785156, 89.80256652832031)","(149, 116)",1.9999998300851562,14,Emisor
0,"(36.0, 101.0)","(102, 37)",2.8055555555555554,10,Emisor
0,"(179.15548706054688, 90.36962890625)","(151, 113)",1.9824745241169892,10,Emisor
0,"(29.0, 89.0)","(90, 30)",3.0689655172413794,8,No-Emisor
0,"(168.0901336669922, 88.50452423095703)","(145, 105)",1.8992264534223413,10,Emisor
0,"(19.0, 70.0)","(71, 20)",3.6842105263157894,10,Emisor
0,"(95.0, 137.0)","(138, 96)",1.4421052631578948,12,Emisor
0,"(4.0, 27.0)","(28, 5)",6.75,16,Emisor
0,"(129.99996948242188, 82.99998474121094)","(131, 84)",1.5662649805027569,11,Emisor
0,"(69.0, 117.0)","(118, 70)",1.6956521739130435,11,Emisor
0,"(106.99998474121094, 56.99999237060547)","(108, 58)",1.8771929660185385,11,Emisor
0,"(48.0, 100.0)","(101, 49)",2.0833333333333335,11,Emisor
0,"(41.0, 89.0)","(90, 42)",2.1707317073170733,11,Emisor
0,"(36.0, 88.0)","(89, 37)",2.4444444444444446,14,Emisor
0,"(29.0, 83.0)","(84, 30)",2.8620689655172415,14,Emisor
0,"(27.0, 75.0)","(76, 28)",2.7777777777777777,15,Emisor
0,"(25.0, 80.0)","(81, 26)",3.2,14,Emisor
0,"(18.0, 73.0)","(74, 19)",4.055555555555555,17,Emisor
0,"(12.0, 37.0)","(38, 13)",3.0833333333333335,11,Emisor
0,"(8.0, 36.0)","(37, 9)",4.5,12,Emisor
0,"(32.0, 8.0)","(9, 33)",4.0,8,No-Emisor
0,"(5.0, 38.0)","(39, 6)",7.6,12,Emisor
0,"(44.0, 22.0)","(23, 45)",2.0,11,Emisor
0,"(6.0, 32.0)","(33, 7)",5.333333333333333,14,Emisor
0,"(3.0, 10.0)","(4, 11)",3.3333333333333335,13,Emisor
0,"(7.0, 41.0)","(42, 8)",5.857142857142857,10,Emisor
0,"(6.0, 35.0)","(36, 7)",5.833333333333333,14,Emisor
0,"(14.0, 41.0)","(42, 15)",2.9285714285714284,12,Emisor
0,"(19.0, 76.0)","(77, 20)",4.0,17,Emisor
0,"(20.0, 74.0)","(75, 21)",3.7,18,Emisor
0,"(20.0, 76.0)","(77, 21)",3.8,18,Emisor
0,"(6.0, 11.0)","(12, 7)",1.8333333333333333,14,Emisor
0,"(17.0, 57.0)","(58, 18)",3.3529411764705883,12,Emisor
0,"(1.0, 2.0)","(3, 2)",3.3529411764705883,5,No-Emisor
0,"(13.0, 40.0)","(41, 14)",3.076923076923077,13,Emisor
0,"(2.0, 4.0)","(5, 3)",3.076923076923077,8,No-Emisor
0,"(14.0, 44.0)","(45, 15)",3.142857142857143,12,Emisor
0,"(2.0, 4.0)","(5, 3)",3.142857142857143,8,No-Emisor
0,"(13.0, 43.0)","(44, 14)",3.3076923076923075,11,Emisor
0,"(3.0, 5.0)","(6, 4)",1.6666666666666667,10,Emisor
0,"(15.0, 48.0)","(49, 16)",3.2,11,Emisor
0,"(20.0, 76.0)","(77, 21)",3.8,16,Emisor
0,"(19.0, 77.0)","(78, 20)",4.052631578947368,17,Emisor
0,"(21.0, 75.0)","(76, 22)",3.5714285714285716,18,Emisor
0,"(21.0, 79.0)","(80, 22)",3.761904761904762,16,Emisor
0,"(18.0, 73.0)","(74, 19)",4.055555555555555,17,Emisor
0,"(7.0, 12.0)","(13, 8)",1.7142857142857142,18,Emisor
0,"(19.0, 56.0)","(57, 20)",2.9473684210526314,11,Emisor
0,"(19.0, 76.0)","(77, 20)",4.0,16,Emisor
0,"(6.0, 11.0)","(12, 7)",1.8333333333333333,14,Emisor
0,"(18.0, 57.0)","(58, 19)",3.1666666666666665,13,Emisor
0,"(20.0, 76.0)","(77, 21)",3.8,17,Emisor
0,"(18.0, 75.0)","(76, 19)",4.166666666666667,16,Emisor
0,"(2.0, 4.0)","(5, 3)",4.166666666666667,7,No-Emisor
0,"(41.99999237060547, 13.999998092651367)","(43, 15)",2.9999998637607934,10,Emisor
0,"(2.0, 3.0)","(4, 3)",2.9999998637607934,7,No-Emisor
0,"(14.0, 44.0)","(45, 15)",3.142857142857143,12,Emisor
0,"(2.0, 5.0)","(6, 3)",2.5,8,No-Emisor
0,"(13.0, 46.0)","(47, 14)",3.5384615384615383,13,Emisor
0,"(1.0, 4.0)","(5, 2)",3.5384615384615383,6,No-Emisor
0,"(14.0, 45.0)","(46, 15)",3.2142857142857144,13,Emisor
0,"(16.0, 66.0)","(67, 17)",4.125,15,Emisor
0,"(46.99999237060547, 10.999998092651367)","(48, 12)",4.272727320016917,11,Emisor
0,"(8.0, 39.0)","(40, 9)",4.875,14,Emisor
0,"(7.0, 40.0)","(41, 8)",5.714285714285714,12,Emisor
0,"(9.0, 10.0)","(11, 10)",1.1111111111111112,11,Emisor
0,"(13.03016185760498, 33.013179779052734)","(28, 21)",2.533597060406796,8,No-Emisor
0,"(12.613975524902344, 52.36389923095703)","(44, 31)",4.151260570276271,7,No-Emisor
0,"(10.975909233093262, 68.0849380493164)","(60, 35)",6.2031250991065745,9,Emisor
0,"(18.0, 13.0)","(14, 19)",1.3846153846153846,12,Emisor
0,"(23.0, 10.0)","(11, 24)",2.3,14,Emisor
0,"(8.987653732299805, 68.22447967529297)","(62, 34)",7.59091101052414,6,No-Emisor
0,"(9.359045028686523, 68.74441528320312)","(62, 34)",7.345238223824523,7,No-Emisor
0,"(31.19063377380371, 21.608766555786133)","(31, 24)",1.443424995743307,11,Emisor
0,"(25.427120208740234, 22.822389602661133)","(26, 25)",1.1141304942833588,11,Emisor
0,"(9.79874324798584, 69.21138000488281)","(63, 32)",7.063291511297575,8,No-Emisor
0,"(30.68843650817871, 20.5060977935791)","(31, 23)",1.4965517485139428,10,Emisor
0,"(30.68843650817871, 20.5060977935791)","(31, 23)",1.4965517485139428,10,Emisor
0,"(33.2777099609375, 24.08060073852539)","(36, 25)",1.381930223513822,11,Emisor
0,"(33.2777099609375, 24.08060073852539)","(36, 25)",1.381930223513822,8,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.381930223513822,8,No-Emisor
0,"(11.039090156555176, 64.1259536743164)","(60, 29)",5.808989034865112,7,No-Emisor
0,"(11.28715991973877, 64.1259536743164)","(60, 29)",5.681318784380308,8,No-Emisor
0,"(31.57469940185547, 19.415496826171875)","(31, 24)",1.6262627572472481,10,Emisor
0,"(31.57469940185547, 19.415496826171875)","(31, 24)",1.6262627572472481,9,Emisor
0,"(33.37299728393555, 21.700666427612305)","(36, 23)",1.537878912394652,10,Emisor
0,"(33.37299728393555, 21.700666427612305)","(36, 23)",1.537878912394652,10,Emisor
0,"(1.7759071588516235, 25.945566177368164)","(26, 8)",14.609753695765077,10,Emisor
0,"(1.726088523864746, 29.546573638916016)","(28, 13)",17.117646766320338,10,Emisor
0,"(12.609772682189941, 62.809444427490234)","(60, 26)",4.981013219707154,7,No-Emisor
0,"(12.769391059875488, 62.809444427490234)","(60, 26)",4.918750168506679,7,No-Emisor
0,"(31.5284481048584, 17.985668182373047)","(31, 24)",1.75297619110743,10,Emisor
0,"(31.79609489440918, 17.985668182373047)","(31, 24)",1.767857305716955,9,Emisor
0,"(32.01470184326172, 19.645383834838867)","(35, 23)",1.629629744697951,7,No-Emisor
0,"(32.01470184326172, 19.645383834838867)","(35, 23)",1.629629744697951,10,Emisor
0,"(1.9927730560302734, 48.69695281982422)","(47, 17)",24.43677802269745,6,No-Emisor
0,"(1.8983546495437622, 51.623634338378906)","(49, 20)",27.19388305593256,4,No-Emisor
0,"(12.07476806640625, 62.162689208984375)","(60, 26)",5.148147680114036,7,No-Emisor
0,"(12.074766159057617, 62.60989761352539)","(60, 26)",5.185185103279203,8,No-Emisor
0,"(3.0, 7.0)","(8, 4)",2.3333333333333335,12,Emisor
0,"(30.674089431762695, 17.39252471923828)","(30, 23)",1.7636363855693338,11,Emisor
0,"(30.990318298339844, 17.39252471923828)","(30, 23)",1.7818182695500626,10,Emisor
0,"(32.25723648071289, 19.402851104736328)","(35, 21)",1.6624998205979504,8,No-Emisor
0,"(32.25723648071289, 19.402851104736328)","(35, 21)",1.6624998205979504,9,Emisor
0,"(1.0, 0.0)","(2, 1)",1.6624998205979504,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6624998205979504,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6624998205979504,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6624998205979504,2,No-Emisor
0,"(0.4472135603427887, 3.130495071411133)","(4, 2)",1.6624998205979504,6,No-Emisor
0,"(0.4472135603427887, 3.130495071411133)","(4, 2)",1.6624998205979504,6,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6624998205979504,2,No-Emisor
0,"(0.0, 0.0)","(1, 1)",1.6624998205979504,1,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6624998205979504,2,No-Emisor
0,"(2.228343963623047, 28.782777786254883)","(28, 12)",12.916667379957442,6,No-Emisor
0,"(1.0, 0.0)","(2, 1)",12.916667379957442,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",12.916667379957442,2,No-Emisor
0,"(0.6324554085731506, 6.324554920196533)","(7, 3)",12.916667379957442,10,Emisor
0,"(2.0, 5.0)","(6, 3)",2.5,10,Emisor
0,"(9.838699340820312, 57.24333572387695)","(55, 23)",5.818181218972408,7,No-Emisor
0,"(9.838699340820312, 58.13776779174805)","(55, 24)",5.909090803348072,7,No-Emisor
0,"(24.0, 6.0)","(25, 6)",4.0,11,Emisor
0,"(29.795259475708008, 17.805360794067383)","(30, 24)",1.6733870108173023,11,Emisor
0,"(30.154239654541016, 17.805360794067383)","(30, 24)",1.693548364635677,7,No-Emisor
0,"(30.264171600341797, 17.960512161254883)","(32, 20)",1.6850394536982551,10,Emisor
0,"(30.40559196472168, 17.960512161254883)","(32, 20)",1.6929134142574067,11,Emisor
0,"(0.0, 0.0)","(1, 1)",1.6929134142574067,1,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6929134142574067,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6929134142574067,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6929134142574067,2,No-Emisor
0,"(0.4472135603427887, 3.130495071411133)","(4, 2)",1.6929134142574067,6,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6929134142574067,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6929134142574067,2,No-Emisor
0,"(0.0, 0.0)","(1, 1)",1.6929134142574067,1,No-Emisor
0,"(0.0, 0.0)","(1, 1)",1.6929134142574067,1,No-Emisor
0,"(1.5129802227020264, 24.69717788696289)","(24, 10)",16.323529889145732,28,Emisor
0,"(1.0, 0.0)","(2, 1)",16.323529889145732,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",16.323529889145732,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",16.323529889145732,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",16.323529889145732,2,No-Emisor
0,"(4.642136573791504, 56.30171203613281)","(54, 20)",12.128404914667971,6,No-Emisor
0,"(5.969099998474121, 59.80803298950195)","(57, 22)",10.019606474140266,6,No-Emisor
0,"(5.457528114318848, 23.44256591796875)","(24, 6)",4.295454906858434,10,Emisor
0,"(27.738752365112305, 17.205049514770508)","(29, 23)",1.612244843660498,11,Emisor
0,"(28.089876174926758, 17.205049514770508)","(29, 23)",1.6326530272878113,9,Emisor
0,"(30.31694984436035, 18.91777801513672)","(33, 21)",1.6025639914001946,9,Emisor
0,"(30.31694984436035, 18.91777801513672)","(33, 21)",1.6025639914001946,11,Emisor
0,"(1.0, 0.0)","(2, 1)",1.6025639914001946,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6025639914001946,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6025639914001946,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6025639914001946,2,No-Emisor
0,"(2.8284268379211426, 2.8284268379211426)","(5, 3)",1.6025639914001946,6,No-Emisor
0,"(2.1213202476501465, 2.1213202476501465)","(4, 3)",1.6025639914001946,6,No-Emisor
0,"(2.5298221111297607, 25.298221588134766)","(25, 10)",10.000000188486437,11,Emisor
0,"(9.726365089416504, 56.54582214355469)","(55, 21)",5.813664367285943,6,No-Emisor
0,"(9.726365089416504, 57.391597747802734)","(55, 22)",5.900621375014181,7,No-Emisor
0,"(5.589565753936768, 22.35826301574707)","(23, 7)",4.0,10,Emisor
0,"(27.482912063598633, 18.383838653564453)","(27, 22)",1.4949495903169252,11,Emisor
0,"(27.482912063598633, 18.383838653564453)","(27, 22)",1.4949495903169252,11,Emisor
0,"(29.34680938720703, 18.675243377685547)","(32, 21)",1.571428483886459,9,Emisor
0,"(29.34680938720703, 18.675243377685547)","(32, 21)",1.571428483886459,9,Emisor
0,"(1.1646461486816406, 29.116159439086914)","(29, 9)",25.000004913119668,6,No-Emisor
0,"(1.0, 0.0)","(2, 1)",25.000004913119668,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",25.000004913119668,2,No-Emisor
0,"(2.2135939598083496, 37.63109588623047)","(37, 13)",16.99999935376067,6,No-Emisor
0,"(2.0, 0.0)","(3, 1)",16.99999935376067,2,No-Emisor
0,"(10.266925811767578, 54.8267822265625)","(54, 21)",5.3401362035480995,6,No-Emisor
0,"(10.266925811767578, 55.66489791870117)","(54, 20)",5.42176878836507,6,No-Emisor
0,"(20.0, 5.0)","(21, 6)",4.0,12,Emisor
0,"(5.0, 20.0)","(21, 6)",4.0,13,Emisor
0,"(27.72724151611328, 16.994115829467773)","(27, 23)",1.6315789414612722,9,Emisor
0,"(28.174455642700195, 16.994115829467773)","(27, 23)",1.6578947634242747,8,No-Emisor
0,"(27.310514450073242, 17.758560180664062)","(30, 22)",1.5378788692458059,12,Emisor
0,"(27.310514450073242, 17.758560180664062)","(30, 22)",1.5378788692458059,9,Emisor
0,"(5.769143581390381, 43.40593719482422)","(43, 14)",7.5238094844509416,6,No-Emisor
0,"(5.769143581390381, 45.328983306884766)","(45, 12)",7.85714251472319,7,No-Emisor
0,"(12.175289154052734, 54.27947235107422)","(54, 21)",4.4581670023833855,8,No-Emisor
0,"(12.175289154052734, 54.66753005981445)","(54, 21)",4.490039568515505,7,No-Emisor
0,"(19.101348876953125, 4.8373541831970215)","(20, 6)",3.9487182772978158,12,Emisor
0,"(27.72724151611328, 14.758047103881836)","(25, 23)",1.8787879806143277,11,Emisor
0,"(28.174457550048828, 14.758047103881836)","(25, 23)",1.9090911793226388,9,Emisor
0,"(27.72724151611328, 17.441329956054688)","(30, 23)",1.5897435336625738,10,Emisor
0,"(27.72724151611328, 17.441329956054688)","(30, 23)",1.5897435336625738,8,No-Emisor
0,"(4.807619094848633, 42.1696891784668)","(42, 12)",8.771428922822036,8,No-Emisor
0,"(11.698807716369629, 51.25191879272461)","(51, 21)",4.380952318842718,8,No-Emisor
0,"(11.698807716369629, 51.62331008911133)","(51, 21)",4.4126983997588995,8,No-Emisor
0,"(17.09749412536621, 4.274373531341553)","(18, 6)",4.0,15,Emisor
0,"(17.261892318725586, 4.274373531341553)","(18, 6)",4.038461353963086,17,Emisor
0,"(28.125768661499023, 13.891385078430176)","(25, 24)",2.0246914546463235,9,Emisor
0,"(28.297266006469727, 14.234380722045898)","(25, 24)",1.98795202678846,9,Emisor
0,"(27.72724151611328, 16.099689483642578)","(28, 24)",1.722222130077999,9,Emisor
0,"(27.72724151611328, 16.099689483642578)","(28, 24)",1.722222130077999,9,Emisor
0,"(1.4552137851715088, 31.772165298461914)","(32, 8)",21.833331722264646,10,Emisor
0,"(0.4472135603427887, 3.130495071411133)","(4, 2)",21.833331722264646,6,No-Emisor
0,"(1.8199785947799683, 40.52128982543945)","(40, 12)",22.2647068166966,4,No-Emisor
0,"(10.027548789978027, 50.6948356628418)","(50, 19)",5.055556120904487,9,Emisor
0,"(5.0, 14.0)","(15, 6)",2.8,11,Emisor
0,"(26.625608444213867, 13.035452842712402)","(22, 23)",2.042553393846933,10,Emisor
0,"(27.457658767700195, 13.590153694152832)","(22, 23)",2.0204082592173966,9,Emisor
0,"(28.621667861938477, 15.652474403381348)","(25, 26)",1.8285714529426376,9,Emisor
0,"(29.06888198852539, 15.65247631072998)","(25, 26)",1.8571426917668157,7,No-Emisor
0,"(28.44292640686035, 6.012040138244629)","(8, 29)",4.730994097315691,10,Emisor
0,"(1.0, 0.0)","(2, 1)",4.730994097315691,2,No-Emisor
0,"(3.9546101093292236, 41.22891616821289)","(41, 12)",10.42553248699556,6,No-Emisor
0,"(9.836026191711426, 50.04167938232422)","(50, 19)",5.087591107117333,8,No-Emisor
0,"(14.0, 5.0)","(15, 6)",2.8,12,Emisor
0,"(9.836026191711426, 50.759639739990234)","(50, 19)",5.160584035732247,6,No-Emisor
0,"(5.0, 14.0)","(15, 6)",2.8,11,Emisor
0,"(27.899433135986328, 12.554744720458984)","(21, 24)",2.2222222559827856,11,Emisor
0,"(28.289709091186523, 13.312804222106934)","(21, 24)",2.125000008954484,9,Emisor
0,"(32.92772674560547, 15.949369430541992)","(25, 28)",2.064515897572166,11,Emisor
0,"(32.92772674560547, 16.29236602783203)","(25, 28)",2.021052478771682,11,Emisor
0,"(38.587562561035156, 14.875259399414062)","(21, 34)",2.594076615736538,9,Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",2.594076615736538,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",2.594076615736538,4,No-Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",2.594076615736538,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",2.594076615736538,4,No-Emisor
0,"(7.860090255737305, 47.33141326904297)","(47, 18)",6.021739156811134,8,No-Emisor
0,"(12.126781463623047, 5.5783185958862305)","(13, 7)",2.1739133854000423,13,Emisor
0,"(7.860090255737305, 48.01490020751953)","(47, 18)",6.108695784055671,6,No-Emisor
0,"(12.369317054748535, 5.5783185958862305)","(13, 7)",2.2173916462696077,13,Emisor
0,"(27.457658767700195, 13.312804222106934)","(20, 25)",2.0625000044772417,10,Emisor
0,"(28.289710998535156, 13.867504119873047)","(20, 25)",2.0400001870555884,8,No-Emisor
0,"(31.83892250061035, 15.591899871826172)","(24, 29)",2.042016865317471,7,No-Emisor
0,"(32.887115478515625, 15.984972953796387)","(24, 29)",2.0573769860964966,9,Emisor
0,"(52.801517486572266, 18.219173431396484)","(33, 43)",2.8981291432014804,8,No-Emisor
0,"(11.0, 5.0)","(12, 6)",2.2,11,Emisor
0,"(5.51591682434082, 47.08708953857422)","(46, 17)",8.536584404388904,6,No-Emisor
0,"(5.0, 11.0)","(12, 6)",2.2,11,Emisor
0,"(5.51591682434082, 47.759765625)","(46, 18)",8.658536222708095,6,No-Emisor
0,"(28.567060470581055, 14.422204971313477)","(20, 27)",1.9807692740050802,7,No-Emisor
0,"(29.121761322021484, 14.976905822753906)","(20, 27)",1.9444444444444444,6,No-Emisor
0,"(33.283935546875, 16.535966873168945)","(24, 30)",2.012820647390211,11,Emisor
0,"(33.738773345947266, 16.9676570892334)","(24, 30)",1.9884167371201624,8,No-Emisor
0,"(65.94694519042969, 21.7447509765625)","(44, 51)",3.0327753700886415,6,No-Emisor
0,"(0.9486832022666931, 3.1622774600982666)","(4, 2)",3.0327753700886415,4,No-Emisor
0,"(11.0, 6.0)","(12, 7)",1.8333333333333333,9,Emisor
0,"(6.0, 11.0)","(12, 7)",1.8333333333333333,11,Emisor
0,"(6.046231746673584, 49.31284713745117)","(48, 17)",8.155963781008113,9,Emisor
0,"(31.340560913085938, 14.976905822753906)","(22, 29)",2.0925925076908265,11,Emisor
0,"(31.895263671875, 15.531606674194336)","(22, 29)",2.053571426378494,7,No-Emisor
0,"(36.8875617980957, 17.47305679321289)","(26, 33)",2.1111109655652265,10,Emisor
0,"(37.442264556884766, 18.027755737304688)","(26, 33)",2.076923223416312,8,No-Emisor
0,"(25.0, 2.0)","(25, 8)",12.5,18,Emisor
0,"(81.46778869628906, 25.998010635375977)","(55, 62)",3.1336162539080714,5,No-Emisor
0,"(1.0, 0.0)","(2, 1)",3.1336162539080714,2,No-Emisor
0,"(1.3416407108306885, 4.4721360206604)","(5, 3)",3.1336162539080714,6,No-Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",3.1336162539080714,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",3.1336162539080714,4,No-Emisor
0,"(1.0, 0.0)","(2, 1)",3.1336162539080714,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",3.1336162539080714,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",3.1336162539080714,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",3.1336162539080714,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",3.1336162539080714,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",3.1336162539080714,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",3.1336162539080714,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",3.1336162539080714,2,No-Emisor
0,"(2.748472213745117, 37.104373931884766)","(37, 11)",13.49999965301657,10,Emisor
0,"(1.0, 0.0)","(2, 1)",13.49999965301657,2,No-Emisor
