,Dimensiones_minimas,Dimensiones_rectas,Tasa,Cantidad_Aristas,Etiqueta
0,"(78.24320983886719, 20.410717010498047)","(62, 50)",3.8334375905865326,6,No-Emisor
0,"(8.0, 4.0)","(9, 5)",2.0,8,No-Emisor
0,"(4.0, 8.0)","(9, 5)",2.0,6,No-Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",2.0,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",2.0,4,No-Emisor
0,"(2.8284268379211426, 2.8284268379211426)","(4, 5)",2.0,5,No-Emisor
0,"(3.0, 4.0)","(4, 5)",1.3333333333333333,7,No-Emisor
0,"(4.7250590324401855, 42.94244384765625)","(43, 12)",9.088234359154509,9,Emisor
0,"(5.656853675842285, 4.242640495300293)","(7, 6)",1.3333332584055992,8,No-Emisor
0,"(5.0, 6.0)","(7, 6)",1.2,10,Emisor
0,"(9.192387580871582, 7.071067810058594)","(10, 9)",1.299999919078051,12,Emisor
0,"(8.0, 9.0)","(10, 9)",1.125,14,Emisor
0,"(9.170602798461914, 51.54512405395508)","(51, 20)",5.620690938942442,8,No-Emisor
0,"(9.170602798461914, 52.17757797241211)","(51, 19)",5.68965629840203,7,No-Emisor
0,"(36.88756561279297, 16.086305618286133)","(26, 33)",2.2931036179532094,10,Emisor
0,"(37.442264556884766, 16.36365509033203)","(26, 33)",2.2881357710238217,8,No-Emisor
0,"(6.0, 8.0)","(9, 7)",1.3333333333333333,17,Emisor
0,"(41.32516098022461, 18.027755737304688)","(30, 36)",2.292307571857699,11,Emisor
0,"(42.15721130371094, 18.582456588745117)","(30, 36)",2.268656520324896,7,No-Emisor
0,"(76.83749389648438, 19.677892684936523)","(61, 49)",3.9047623201697643,6,No-Emisor
0,"(8.0, 6.0)","(9, 7)",1.3333333333333333,8,No-Emisor
0,"(6.0, 8.0)","(9, 7)",1.3333333333333333,13,Emisor
0,"(4.0, 8.0)","(5, 9)",2.0,10,Emisor
0,"(4.0, 8.0)","(5, 9)",2.0,9,Emisor
0,"(8.523634910583496, 41.4600715637207)","(41, 15)",4.864130385528503,9,Emisor
0,"(8.523634910583496, 41.4600715637207)","(41, 15)",4.864130385528503,8,No-Emisor
0,"(7.77817440032959, 6.363960266113281)","(7, 10)",1.222222338776484,9,Emisor
0,"(6.0, 9.0)","(7, 10)",1.5,14,Emisor
0,"(9.0, 11.0)","(10, 12)",1.2222222222222223,10,Emisor
0,"(11.0, 9.0)","(10, 12)",1.2222222222222223,13,Emisor
0,"(12.965337753295898, 52.17757797241211)","(51, 23)",4.024390182905041,9,Emisor
0,"(12.965337753295898, 52.493804931640625)","(51, 23)",4.048780365810082,8,No-Emisor
0,"(37.31487274169922, 16.4438419342041)","(26, 33)",2.269230809381731,7,No-Emisor
0,"(37.631099700927734, 16.4438419342041)","(26, 33)",2.2884615317697117,7,No-Emisor
0,"(6.640782833099365, 9.486831665039062)","(9, 9)",1.4285712849627095,19,Emisor
0,"(42.42640686035156, 19.091880798339844)","(29, 36)",2.2222224886319633,11,Emisor
0,"(41.33940887451172, 20.55466079711914)","(29, 36)",2.0111939225144346,8,No-Emisor
0,"(69.63477325439453, 16.198806762695312)","(58, 41)",4.29875942558673,6,No-Emisor
0,"(7.071067810058594, 7.77817440032959)","(9, 9)",1.099999973026017,11,Emisor
0,"(8.0, 8.0)","(9, 9)",1.0,15,Emisor
0,"(8.0, 3.0)","(4, 9)",2.6666666666666665,15,Emisor
0,"(8.973817825317383, 38.07809066772461)","(38, 15)",4.243243111120085,9,Emisor
0,"(8.973817825317383, 38.07809066772461)","(38, 15)",4.243243111120085,9,Emisor
0,"(5.0, 10.0)","(6, 11)",2.0,8,No-Emisor
0,"(10.0, 5.0)","(6, 11)",2.0,9,Emisor
0,"(8.0, 13.0)","(9, 14)",1.625,8,No-Emisor
0,"(13.0, 8.0)","(9, 14)",1.625,10,Emisor
0,"(14.86270523071289, 51.86135482788086)","(50, 25)",3.4893617294321677,10,Emisor
0,"(14.862703323364258, 51.86135482788086)","(50, 25)",3.4893621772261647,9,Emisor
0,"(37.94732666015625, 17.39252471923828)","(25, 34)",2.1818181818181817,9,Emisor
0,"(38.263553619384766, 17.39252471923828)","(25, 34)",2.1999999561340595,8,No-Emisor
0,"(9.0, 5.0)","(6, 10)",1.8,16,Emisor
0,"(40.477149963378906, 20.55480194091797)","(28, 36)",1.9692308434654375,10,Emisor
0,"(40.79337692260742, 20.55480194091797)","(28, 36)",1.9846154217327188,8,No-Emisor
0,"(58.59181213378906, 9.233372688293457)","(53, 28)",6.345656577696118,8,No-Emisor
0,"(0.899438202381134, 16.26483726501465)","(17, 4)",18.08332937377556,14,Emisor
0,"(2.0, 0.0)","(3, 1)",18.08332937377556,2,No-Emisor
0,"(3.0, 0.0)","(4, 1)",18.08332937377556,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",18.08332937377556,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",18.08332937377556,2,No-Emisor
0,"(1.8181235790252686, 39.05124282836914)","(39, 10)",21.478871556852738,10,Emisor
0,"(4.242640495300293, 3.535533905029297)","(6, 5)",1.1999999460520339,7,No-Emisor
0,"(4.242640495300293, 4.242640495300293)","(6, 5)",1.0,8,No-Emisor
0,"(9.0, 7.0)","(10, 8)",1.2857142857142858,10,Emisor
0,"(7.0, 9.0)","(10, 8)",1.2857142857142858,12,Emisor
0,"(8.221921920776367, 49.33152770996094)","(49, 19)",5.999999536033387,8,No-Emisor
0,"(8.221921920776367, 49.963985443115234)","(49, 18)",6.0769228806295095,6,No-Emisor
0,"(40.305084228515625, 15.55634880065918)","(27, 35)",2.590909007312034,9,Emisor
0,"(39.38371276855469, 16.91835594177246)","(27, 35)",2.327868789621211,10,Emisor
0,"(5.0, 5.0)","(6, 6)",1.0,13,Emisor
0,"(44.547725677490234, 19.091880798339844)","(30, 39)",2.3333335331406393,8,No-Emisor
0,"(44.29035186767578, 20.343338012695312)","(30, 39)",2.177142799280839,8,No-Emisor
0,"(25.298219680786133, 1.26491117477417)","(25, 9)",19.99999698421728,11,Emisor
0,"(7.77817440032959, 9.192388534545898)","(9, 10)",1.1818182598421016,12,Emisor
0,"(9.0, 8.0)","(9, 10)",1.125,13,Emisor
0,"(4.0, 6.0)","(5, 7)",1.5,11,Emisor
0,"(6.0, 4.0)","(5, 7)",1.5,9,Emisor
0,"(7.276068687438965, 43.17134094238281)","(43, 15)",5.933333342071333,7,No-Emisor
0,"(7.276068687438965, 43.413875579833984)","(43, 15)",5.966666539965668,9,Emisor
0,"(5.0, 7.0)","(6, 8)",1.4,8,No-Emisor
0,"(7.0, 5.0)","(6, 8)",1.4,10,Emisor
0,"(9.0, 9.0)","(10, 10)",1.0,10,Emisor
0,"(9.0, 9.0)","(10, 10)",1.0,12,Emisor
0,"(11.637238502502441, 51.79580307006836)","(51, 22)",4.450867193185937,9,Emisor
0,"(11.637238502502441, 51.79580307006836)","(51, 22)",4.450867193185937,9,Emisor
0,"(41.01219177246094, 15.55634880065918)","(27, 36)",2.6363636029248134,9,Emisor
0,"(40.79337692260742, 16.76007080078125)","(27, 36)",2.4339620880781654,8,No-Emisor
0,"(5.0, 4.0)","(5, 6)",1.25,11,Emisor
0,"(45.961936950683594, 19.091880798339844)","(30, 40)",2.4074074962106544,10,Emisor
0,"(45.80000305175781, 20.400001525878906)","(30, 40)",2.245098020882848,10,Emisor
0,"(8.0, 6.0)","(9, 7)",1.3333333333333333,9,Emisor
0,"(6.0, 8.0)","(9, 7)",1.3333333333333333,12,Emisor
0,"(3.0, 7.0)","(4, 8)",2.3333333333333335,6,No-Emisor
0,"(7.0, 3.0)","(4, 8)",2.3333333333333335,8,No-Emisor
0,"(8.00367546081543, 41.231056213378906)","(41, 15)",5.151515252615979,10,Emisor
0,"(8.00367546081543, 41.231056213378906)","(41, 15)",5.151515252615979,9,Emisor
0,"(6.0, 9.0)","(7, 10)",1.5,12,Emisor
0,"(9.0, 6.0)","(7, 10)",1.5,12,Emisor
0,"(12.94366455078125, 9.217458724975586)","(11, 13)",1.4042552222891058,13,Emisor
0,"(12.94366455078125, 9.21745777130127)","(11, 13)",1.4042553675788563,13,Emisor
0,"(13.914022445678711, 52.81003952026367)","(51, 25)",3.795454529877155,10,Emisor
0,"(13.914022445678711, 53.12626647949219)","(51, 25)",3.818181743410343,8,No-Emisor
0,"(42.37452697753906, 17.392526626586914)","(27, 38)",2.43636407103518,7,No-Emisor
0,"(43.00697326660156, 17.39252471923828)","(27, 38)",2.4727274481910344,8,No-Emisor
0,"(8.0, 6.0)","(7, 9)",1.3333333333333333,14,Emisor
0,"(44.38331985473633, 20.52132225036621)","(29, 40)",2.16279045342433,8,No-Emisor
0,"(44.68159866333008, 20.759939193725586)","(29, 40)",2.152299110627188,7,No-Emisor
0,"(44.27188491821289, 1.897365927696228)","(43, 15)",23.33334032827689,8,No-Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",23.33334032827689,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",23.33334032827689,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",23.33334032827689,8,No-Emisor
0,"(2.6678919792175293, 5.5783185958862305)","(6, 4)",2.0909087171971277,14,Emisor
0,"(3.535533905029297, 2.8284268379211426)","(5, 4)",2.0909087171971277,7,No-Emisor
0,"(3.0, 4.0)","(5, 4)",1.3333333333333333,8,No-Emisor
0,"(9.192388534545898, 6.363960266113281)","(10, 9)",1.444444677552968,13,Emisor
0,"(10.28591251373291, 6.7082037925720215)","(10, 9)",1.5333333380721792,15,Emisor
0,"(7.273237705230713, 48.699073791503906)","(48, 18)",6.695652715499848,6,No-Emisor
0,"(7.273237705230713, 49.01530075073242)","(48, 18)",6.7391308709025095,7,No-Emisor
0,"(39.59797668457031, 14.142135620117188)","(26, 34)",2.7999997842081354,10,Emisor
0,"(38.94295883178711, 16.042173385620117)","(26, 34)",2.42753633785649,10,Emisor
0,"(4.743415832519531, 7.589465618133545)","(7, 7)",1.600000060315668,16,Emisor
0,"(44.400001525878906, 19.200000762939453)","(31, 39)",2.312499987582366,8,No-Emisor
0,"(45.2156982421875, 19.99783706665039)","(31, 39)",2.2610294349078357,8,No-Emisor
0,"(59.05929183959961, 9.143354415893555)","(53, 29)",6.4592587307934854,9,Emisor
0,"(5.656853675842285, 6.363960266113281)","(9, 6)",1.1249999789265737,10,Emisor
0,"(4.6081767082214355, 8.246211051940918)","(9, 6)",1.7894737059950143,11,Emisor
0,"(2.1213202476501465, 2.1213202476501465)","(3, 4)",1.7894737059950143,6,No-Emisor
0,"(2.0, 3.0)","(3, 4)",1.7894737059950143,5,No-Emisor
0,"(1.2571746110916138, 36.66759490966797)","(37, 8)",29.166668326072248,6,No-Emisor
0,"(1.0, 0.0)","(2, 1)",29.166668326072248,2,No-Emisor
0,"(2.2510833740234375, 42.2018928527832)","(42, 11)",18.747369972954104,8,No-Emisor
0,"(4.949747085571289, 4.242640495300293)","(7, 6)",1.1666666292027996,7,No-Emisor
0,"(5.656853675842285, 4.949747085571289)","(7, 6)",1.1428571153326683,10,Emisor
0,"(9.899494171142578, 7.0710673332214355)","(10, 10)",1.3999999865130075,12,Emisor
0,"(9.0, 9.0)","(10, 10)",1.0,17,Emisor
0,"(9.17060375213623, 50.91267013549805)","(50, 20)",5.551725002144846,8,No-Emisor
0,"(9.17060375213623, 50.91267013549805)","(50, 20)",5.551725002144846,7,No-Emisor
0,"(40.305084228515625, 14.849242210388184)","(27, 34)",2.7142855950129987,8,No-Emisor
0,"(39.59170913696289, 16.127613067626953)","(27, 34)",2.45490197284281,7,No-Emisor
0,"(4.0, 5.0)","(6, 5)",1.25,13,Emisor
0,"(43.84062194824219, 17.677669525146484)","(30, 38)",2.4800000863167457,8,No-Emisor
0,"(43.512935638427734, 18.910419464111328)","(30, 38)",2.3010031967301243,9,Emisor
0,"(62.26555633544922, 11.017326354980469)","(55, 32)",5.65160315027807,6,No-Emisor
0,"(8.0, 4.0)","(9, 5)",2.0,8,No-Emisor
0,"(4.0, 8.0)","(9, 5)",2.0,8,No-Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",2.0,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",2.0,4,No-Emisor
0,"(2.8284268379211426, 2.8284268379211426)","(4, 5)",2.0,5,No-Emisor
0,"(3.0, 4.0)","(4, 5)",1.3333333333333333,6,No-Emisor
0,"(4.772469997406006, 40.782928466796875)","(41, 12)",8.545455181271697,6,No-Emisor
0,"(4.772469997406006, 41.21678924560547)","(41, 12)",8.636364244931482,8,No-Emisor
0,"(4.949747085571289, 4.242640495300293)","(6, 6)",1.1666666292027996,8,No-Emisor
0,"(5.0, 5.0)","(6, 6)",1.0,9,Emisor
0,"(9.0, 8.0)","(10, 9)",1.125,10,Emisor
0,"(8.0, 9.0)","(10, 9)",1.125,11,Emisor
0,"(9.803059577941895, 51.2288932800293)","(51, 20)",5.225806583416129,8,No-Emisor
0,"(9.803059577941895, 51.861351013183594)","(51, 20)",5.29032294467312,9,Emisor
0,"(38.98747634887695, 16.635345458984375)","(27, 35)",2.343652943367082,8,No-Emisor
0,"(39.55400848388672, 17.25337791442871)","(27, 35)",2.292537071874393,8,No-Emisor
0,"(5.0, 5.0)","(6, 6)",1.0,13,Emisor
0,"(42.627498626708984, 18.8471736907959)","(30, 38)",2.2617448815429717,9,Emisor
0,"(43.512935638427734, 19.47962760925293)","(30, 38)",2.2337662973474326,7,No-Emisor
0,"(55.46169662475586, 7.717037200927734)","(51, 25)",7.186915804693583,7,No-Emisor
0,"(2.0, 2.0)","(3, 3)",7.186915804693583,8,No-Emisor
0,"(7.77817440032959, 5.656853675842285)","(9, 7)",1.375000105367132,10,Emisor
0,"(6.0, 8.0)","(9, 7)",1.3333333333333333,13,Emisor
0,"(6.640782356262207, 45.53679656982422)","(45, 17)",6.857143349515644,6,No-Emisor
0,"(6.640782356262207, 46.169254302978516)","(45, 17)",6.952381786679285,7,No-Emisor
0,"(41.719295501708984, 14.142135620117188)","(28, 35)",2.949999676312203,10,Emisor
0,"(41.28793716430664, 15.805538177490234)","(28, 35)",2.6122449422891316,8,No-Emisor
0,"(3.0, 3.0)","(4, 4)",2.6122449422891316,9,Emisor
0,"(44.5477294921875, 17.677669525146484)","(30, 39)",2.5200001294751186,8,No-Emisor
0,"(44.45979309082031, 18.977397918701172)","(30, 39)",2.342776037119802,11,Emisor
0,"(45.22065353393555, 1.775907039642334)","(44, 15)",25.46341251231424,8,No-Emisor
0,"(7.0, 3.0)","(8, 4)",2.3333333333333335,7,No-Emisor
0,"(3.0, 7.0)","(8, 4)",2.3333333333333335,7,No-Emisor
0,"(2.1213202476501465, 2.1213202476501465)","(3, 4)",2.3333333333333335,6,No-Emisor
0,"(2.0, 3.0)","(3, 4)",2.3333333333333335,5,No-Emisor
0,"(1.101304531097412, 34.70682144165039)","(35, 8)",31.51428189173637,6,No-Emisor
0,"(1.0, 0.0)","(2, 1)",31.51428189173637,2,No-Emisor
0,"(1.9402846097946167, 41.231056213378906)","(41, 11)",21.250004254655867,6,No-Emisor
0,"(3.535533905029297, 4.242640495300293)","(6, 4)",1.1999999460520339,7,No-Emisor
0,"(3.0, 5.0)","(6, 4)",1.6666666666666667,7,No-Emisor
0,"(9.899494171142578, 7.071067810058594)","(10, 9)",1.3999998921040677,14,Emisor
0,"(8.0, 9.0)","(10, 9)",1.125,12,Emisor
0,"(8.854375839233398, 50.59644317626953)","(50, 20)",5.7142868221245635,8,No-Emisor
0,"(8.854375839233398, 50.91267013549805)","(50, 20)",5.7500010232122705,7,No-Emisor
0,"(42.42640686035156, 14.849242210388184)","(28, 36)",2.857142893842154,9,Emisor
0,"(41.879302978515625, 16.396902084350586)","(28, 36)",2.554098497574476,9,Emisor
0,"(4.0, 4.0)","(5, 5)",1.0,10,Emisor
0,"(44.29713439941406, 18.410411834716797)","(30, 40)",2.4060914441838976,9,Emisor
0,"(45.32512664794922, 19.251495361328125)","(30, 40)",2.3543691436560863,11,Emisor
0,"(36.04996109008789, 1.8973664045333862)","(35, 13)",18.999999685855908,6,No-Emisor
0,"(2.8284268379211426, 2.8284268379211426)","(5, 3)",18.999999685855908,6,No-Emisor
0,"(2.0, 4.0)","(5, 3)",18.999999685855908,5,No-Emisor
0,"(2.1213202476501465, 2.1213202476501465)","(3, 4)",18.999999685855908,6,No-Emisor
0,"(2.0, 3.0)","(3, 4)",18.999999685855908,5,No-Emisor
0,"(0.7276068925857544, 11.156637191772461)","(12, 3)",18.999999685855908,10,Emisor
0,"(2.0, 0.0)","(3, 1)",18.999999685855908,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",18.999999685855908,2,No-Emisor
0,"(3.0, 0.0)","(4, 1)",18.999999685855908,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",18.999999685855908,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",18.999999685855908,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",18.999999685855908,2,No-Emisor
0,"(1.9124901294708252, 40.26164245605469)","(40, 11)",21.051947843095455,4,No-Emisor
0,"(4.242640495300293, 3.535533905029297)","(6, 5)",1.1999999460520339,7,No-Emisor
0,"(4.0, 5.0)","(6, 5)",1.25,8,No-Emisor
0,"(9.192387580871582, 7.071067810058594)","(10, 9)",1.299999919078051,10,Emisor
0,"(8.0, 9.0)","(10, 9)",1.125,15,Emisor
0,"(8.538147926330566, 50.91267013549805)","(50, 20)",5.962964166794279,7,No-Emisor
0,"(8.538147926330566, 50.91267013549805)","(50, 20)",5.962964166794279,7,No-Emisor
0,"(41.01219177246094, 15.55634880065918)","(27, 35)",2.6363636029248134,10,Emisor
0,"(40.337928771972656, 16.972156524658203)","(27, 35)",2.37671204088692,10,Emisor
0,"(5.0, 5.0)","(6, 6)",1.0,10,Emisor
0,"(44.03935623168945, 18.821495056152344)","(30, 39)",2.339843678746122,10,Emisor
0,"(44.99513626098633, 19.409666061401367)","(30, 39)",2.318181885182712,9,Emisor
0,"(50.694828033447266, 3.3425159454345703)","(48, 20)",15.166667522615597,9,Emisor
0,"(8.485280990600586, 5.656853675842285)","(9, 8)",1.5000000842937056,12,Emisor
0,"(9.391485214233398, 5.813776969909668)","(9, 8)",1.6153845018205641,13,Emisor
0,"(6.008328437805176, 45.220577239990234)","(44, 16)",7.526315797827652,8,No-Emisor
0,"(40.305084228515625, 14.142135620117188)","(27, 34)",2.849999838156102,10,Emisor
0,"(39.890167236328125, 15.375454902648926)","(27, 34)",2.594405660768823,10,Emisor
0,"(0.0, 0.0)","(1, 1)",2.594405660768823,1,No-Emisor
0,"(0.0, 0.0)","(1, 1)",2.594405660768823,1,No-Emisor
0,"(1.0, 5.0)","(5, 4)",2.594405660768823,10,Emisor
0,"(43.7071533203125, 18.00971221923828)","(31, 38)",2.4268657260177524,9,Emisor
0,"(44.67483901977539, 18.76235580444336)","(31, 38)",2.3810889999855647,10,Emisor
0,"(55.90169906616211, 7.602631568908691)","(51, 26)",7.352940696846952,14,Emisor
0,"(1.0, 0.0)","(2, 1)",7.352940696846952,2,No-Emisor
0,"(1.5811387300491333, 6.324554920196533)","(7, 3)",7.352940696846952,6,No-Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",7.352940696846952,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",7.352940696846952,5,No-Emisor
0,"(1.0, 0.0)","(2, 1)",7.352940696846952,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",7.352940696846952,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",7.352940696846952,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",7.352940696846952,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",7.352940696846952,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",7.352940696846952,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",7.352940696846952,2,No-Emisor
0,"(3.3020756244659424, 40.021148681640625)","(40, 11)",12.119997611536654,11,Emisor
0,"(3.535533905029297, 3.535533905029297)","(6, 4)",1.0,6,No-Emisor
0,"(3.0, 5.0)","(6, 4)",1.6666666666666667,7,No-Emisor
0,"(9.192387580871582, 6.363961219787598)","(10, 9)",1.444444311239594,9,Emisor
0,"(8.22192096710205, 49.64775848388672)","(49, 19)",6.0384621407259615,8,No-Emisor
0,"(9.0, 8.0)","(10, 9)",1.125,15,Emisor
0,"(8.22192096710205, 50.28021240234375)","(49, 19)",6.115385030277885,7,No-Emisor
0,"(40.305084228515625, 14.849242210388184)","(27, 35)",2.7142855950129987,9,Emisor
0,"(39.65082550048828, 16.13886833190918)","(27, 35)",2.4568529022628014,7,No-Emisor
0,"(4.0, 4.0)","(5, 5)",1.0,10,Emisor
0,"(43.29930114746094, 18.021350860595703)","(30, 38)",2.402666785770002,9,Emisor
0,"(43.8759880065918, 18.694150924682617)","(30, 38)",2.347043638588614,9,Emisor
0,"(55.90169906616211, 7.602631568908691)","(51, 26)",7.352940696846952,8,No-Emisor
0,"(3.0, 0.0)","(4, 1)",7.352940696846952,2,No-Emisor
0,"(0.0, 0.0)","(1, 1)",7.352940696846952,1,No-Emisor
0,"(2.0, 0.0)","(3, 1)",7.352940696846952,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",7.352940696846952,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",7.352940696846952,2,No-Emisor
0,"(2.820096254348755, 20.391464233398438)","(21, 5)",7.230768879591821,12,Emisor
0,"(2.0, 0.0)","(3, 1)",7.230768879591821,2,No-Emisor
0,"(2.0, 3.0)","(4, 3)",7.230768879591821,7,No-Emisor
0,"(1.5811387300491333, 3.1622774600982666)","(4, 3)",7.230768879591821,8,No-Emisor
0,"(8.485280990600586, 5.656853675842285)","(10, 8)",1.5000000842937056,9,Emisor
0,"(6.957010269165039, 47.43416213989258)","(47, 18)",6.818181992648617,8,No-Emisor
0,"(9.838699340820312, 6.260990142822266)","(10, 8)",1.5714286584685986,17,Emisor
0,"(6.957010269165039, 48.066619873046875)","(47, 17)",6.909091407567478,6,No-Emisor
0,"(42.42640686035156, 14.849242210388184)","(28, 36)",2.857142893842154,9,Emisor
0,"(42.24204635620117, 16.387414932250977)","(28, 36)",2.5777126246475532,7,No-Emisor
0,"(4.0, 4.0)","(5, 5)",1.0,11,Emisor
0,"(43.84062194824219, 17.677669525146484)","(30, 38)",2.4800000863167457,9,Emisor
0,"(43.63570022583008, 18.93443489074707)","(30, 38)",2.3045683949698486,10,Emisor
0,"(51.621192932128906, 3.5897903442382812)","(49, 20)",14.380002167809726,10,Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",14.380002167809726,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",14.380002167809726,4,No-Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",14.380002167809726,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",14.380002167809726,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",14.380002167809726,8,No-Emisor
0,"(2.0, 3.0)","(4, 3)",14.380002167809726,7,No-Emisor
0,"(7.77817440032959, 5.656853675842285)","(9, 7)",1.375000105367132,10,Emisor
0,"(6.0, 8.0)","(9, 7)",1.3333333333333333,12,Emisor
0,"(6.324555397033691, 45.53679656982422)","(45, 18)",7.199999638106046,7,No-Emisor
0,"(6.324555397033691, 46.169254302978516)","(45, 17)",7.299999984921085,6,No-Emisor
0,"(41.28793716430664, 15.2141752243042)","(28, 36)",2.7137808363315266,8,No-Emisor
0,"(41.9052734375, 15.974000930786133)","(28, 36)",2.623342368582027,12,Emisor
0,"(0.7071067094802856, 2.8284268379211426)","(3, 3)",2.623342368582027,6,No-Emisor
0,"(45.961936950683594, 16.970561981201172)","(31, 39)",2.708333230307699,10,Emisor
0,"(45.831119537353516, 18.25381851196289)","(31, 39)",2.510768884182642,10,Emisor
0,"(40.494895935058594, 2.421621561050415)","(39, 15)",16.722223070021446,8,No-Emisor
0,"(1.0, 0.0)","(2, 1)",16.722223070021446,2,No-Emisor
0,"(1.4855626821517944, 5.385164737701416)","(6, 3)",16.722223070021446,6,No-Emisor
0,"(0.0, 0.0)","(1, 1)",16.722223070021446,1,No-Emisor
0,"(1.0, 0.0)","(2, 1)",16.722223070021446,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",16.722223070021446,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",16.722223070021446,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",16.722223070021446,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",16.722223070021446,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",16.722223070021446,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",16.722223070021446,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",16.722223070021446,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",16.722223070021446,2,No-Emisor
0,"(0.0, 0.0)","(1, 1)",16.722223070021446,1,No-Emisor
0,"(2.4266302585601807, 37.076656341552734)","(37, 11)",15.279071136099587,8,No-Emisor
0,"(4.242640495300293, 3.535533905029297)","(6, 4)",1.1999999460520339,7,No-Emisor
0,"(3.0, 5.0)","(6, 4)",1.6666666666666667,7,No-Emisor
0,"(9.192387580871582, 7.0710673332214355)","(10, 9)",1.3000000067434963,12,Emisor
0,"(8.0, 9.0)","(10, 9)",1.125,13,Emisor
0,"(8.538147926330566, 50.59644317626953)","(50, 19)",5.925927216631667,8,No-Emisor
0,"(8.538147926330566, 51.22889709472656)","(50, 19)",6.000001116956891,6,No-Emisor
0,"(41.15166473388672, 16.39091682434082)","(28, 36)",2.5106383721486356,11,Emisor
0,"(41.879302978515625, 16.773223876953125)","(28, 36)",2.4967950875596996,9,Emisor
0,"(4.0, 5.0)","(6, 5)",1.25,13,Emisor
0,"(43.49211120605469, 18.60107421875)","(30, 39)",2.338150511878199,11,Emisor
0,"(44.45979309082031, 19.35371971130371)","(30, 39)",2.297222123396423,10,Emisor
0,"(49.978485107421875, 2.27427077293396)","(48, 18)",21.975608930218243,14,Emisor
0,"(2.1213202476501465, 2.1213202476501465)","(4, 3)",21.975608930218243,6,No-Emisor
0,"(2.0, 3.0)","(4, 3)",21.975608930218243,5,No-Emisor
0,"(8.485280990600586, 5.656853675842285)","(10, 7)",1.5000000842937056,7,No-Emisor
0,"(6.0, 9.0)","(10, 7)",1.5,12,Emisor
0,"(6.324555397033691, 46.80170822143555)","(46, 17)",7.399999728579535,7,No-Emisor
0,"(6.324554920196533, 47.11793518066406)","(46, 17)",7.450000162098346,7,No-Emisor
0,"(39.756690979003906, 15.57718276977539)","(27, 35)",2.5522388461759804,10,Emisor
0,"(40.919166564941406, 16.15842056274414)","(27, 35)",2.532374151672174,8,No-Emisor
0,"(5.0, 6.0)","(7, 6)",1.2,14,Emisor
0,"(44.03935623168945, 18.600929260253906)","(30, 39)",2.3675890389945122,11,Emisor
0,"(44.67483901977539, 18.977397918701172)","(30, 39)",2.35410772389142,11,Emisor
0,"(55.46169662475586, 7.2482452392578125)","(51, 25)",7.651741186179137,12,Emisor
0,"(7.0, 3.0)","(8, 4)",2.3333333333333335,6,No-Emisor
0,"(3.0, 7.0)","(8, 4)",2.3333333333333335,8,No-Emisor
0,"(1.7888542413711548, 2.2360680103302)","(3, 3)",2.3333333333333335,6,No-Emisor
0,"(1.0846524238586426, 38.83055877685547)","(39, 9)",35.80000184641275,6,No-Emisor
0,"(0.0, 0.0)","(1, 1)",35.80000184641275,1,No-Emisor
0,"(2.2360680103302, 0.4472135603427887)","(3, 2)",35.80000184641275,4,No-Emisor
0,"(2.2393646240234375, 41.97618103027344)","(42, 11)",18.744683460639553,8,No-Emisor
